2026-04-30T14:32:45.488445200;Saturne V + Orion + 0 booster(s);Lune;Succès;Succès;1800.33696
2026-05-06T09:26:26.811258500;SLS + Orion + 0 booster(s);Mars;Succès;Succès;2300.52812
2026-05-06T09:30:17.301345900;Saturne V + Cargo Dragon + 0 booster(s);ISS;Échec;Capsule incompatible avec une mission habitée;1600.080352
2026-05-06T09:35:47.392182200;Ariane 5 + Crew Dragon + 1 booster(s);Lune;Échec;Carburant insuffisant;360.8688
